0, 4
1, 2
2, 4
3, 4
4, 4
5, 4
6, 4
7, 5
8, 6
9, 6
10, 5
11, 5
12, 5
13, 5
14, 5
15, 6
16, 7
17, 7
18, 7
19, 7
20, 7
21, 7
22, 7
23, 8
24, 7
25, 7
26, 7
27, 8
28, 8
29, 7
30, 7
31, 7
32, 8
33, 8
34, 8
35, 8
36, 8
37, 8
38, 9
39, 8
40, 8
41, 8
42, 8
43, 8
44, 8
45, 8
46, 8
47, 8
48, 8
49, 8
50, 8
51, 8
52, 8
53, 8
54, 8
55, 8
56, 10
57, 8
58, 8
59, 8
60, 8
61, 8
62, 8
63, 8
64, 9
65, 10
66, 9
67, 9
68, 9
69, 9
70, 9
71, 9
72, 9
73, 9
74, 9
75, 9
76, 10
77, 9
78, 9
79, 9
80, 9
81, 9
82, 9
83, 9
84, 9
85, 9
86, 9
87, 9
88, 10
89, 10
90, 9
91, 9
92, 9
93, 9
94, 9
95, 9
96, 10
97, 9
98, 9
99, 9
100, 9
