0, 1
1, 2
2, 3
3, 5
4, 5
5, 6
6, 8
7, 9
8, 10
9, 11
10, 12
11, 14
12, 15
13, 16
14, 20
15, 18
16, 20
17, 21
18, 22
19, 24
20, 25
21, 25
22, 27
23, 29
24, 29
25, 30
26, 31
27, 32
28, 34
29, 35
30, 37
31, 38
32, 38
33, 40
34, 41
35, 42
36, 43
37, 45
38, 45
39, 49
40, 48
41, 49
42, 51
43, 52
44, 52
45, 54
46, 56
47, 56
48, 58
49, 58
50, 60
51, 61
52, 62
53, 63
54, 64
55, 66
56, 67
57, 67
58, 70
59, 70
60, 71
61, 72
62, 74
63, 76
64, 76
65, 77
66, 77
67, 79
68, 81
69, 83
70, 83
71, 83
72, 86
73, 86
74, 88
75, 89
76, 91
77, 94
78, 94
79, 94
80, 95
81, 96
82, 98
83, 98
84, 100
85, 100
86, 103
87, 105
88, 104
89, 108
90, 106
91, 109
92, 108
93, 113
94, 111
95, 112
96, 113
97, 115
98, 118
99, 116
100, 122
