0, 1
1, 2
2, 3
3, 5
4, 5
5, 7
6, 7
7, 9
8, 10
9, 12
10, 12
11, 14
12, 15
13, 17
14, 18
15, 19
16, 20
17, 22
18, 25
19, 24
20, 25
21, 26
22, 27
23, 30
24, 29
25, 30
26, 32
27, 33
28, 35
29, 36
30, 36
31, 38
32, 39
33, 40
34, 41
35, 43
36, 44
37, 45
38, 46
39, 48
40, 48
41, 50
42, 51
43, 52
44, 53
45, 55
46, 57
47, 58
48, 58
49, 59
50, 61
51, 61
52, 62
53, 64
54, 64
55, 67
56, 68
57, 69
58, 70
59, 71
60, 73
61, 74
62, 75
63, 76
64, 78
65, 79
66, 79
67, 81
68, 82
69, 83
70, 84
71, 86
72, 86
73, 88
74, 89
75, 91
76, 94
77, 92
78, 93
79, 93
80, 97
81, 97
82, 98
83, 99
84, 102
85, 102
86, 102
87, 109
88, 106
89, 106
90, 108
91, 109
92, 110
93, 112
94, 114
95, 114
96, 110
97, 112
98, 117
99, 119
100, 121
