0, 2
1, 2
2, 4
3, 5
4, 6
5, 7
6, 8
7, 9
8, 10
9, 11
10, 13
11, 14
12, 15
13, 17
14, 17
15, 18
16, 20
17, 20
18, 23
19, 23
20, 24
21, 25
22, 27
23, 28
24, 29
25, 30
26, 33
27, 33
28, 34
29, 35
30, 36
31, 37
32, 40
33, 39
34, 40
35, 42
36, 43
37, 45
38, 46
39, 47
40, 48
41, 51
42, 50
43, 51
44, 53
45, 55
46, 55
47, 56
48, 59
49, 59
50, 59
51, 61
52, 63
53, 63
54, 65
55, 65
56, 67
57, 68
58, 70
59, 70
60, 71
61, 73
62, 74
63, 75
64, 77
65, 77
66, 80
67, 80
68, 81
69, 83
70, 83
71, 85
72, 86
73, 88
74, 88
75, 89
76, 91
77, 91
78, 93
79, 94
80, 95
81, 95
82, 99
83, 99
84, 101
85, 101
86, 103
87, 103
88, 106
89, 105
90, 108
91, 109
92, 110
93, 110
94, 111
95, 111
96, 114
97, 114
98, 116
99, 117
100, 117
